Date,Open,High,Low,Close,Adj Close,Volume,Label
2/9/2016,16005.41016,16136.62012,15881.11035,16014.37988,16014.37988,127740000,1
2/8/2016,16147.50977,16147.50977,15803.54981,16027.04981,16027.04981,165880000,0
2/5/2016,16417.94922,16423.63086,16129.80957,16204.96973,16204.96973,139010000,0
2/4/2016,16329.66992,16485.83984,16266.16016,16416.58008,16416.58008,131490000,1
2/3/2016,16186.2002,16381.69043,15960.4502,16336.66016,16336.66016,141870000,1
2/2/2016,16420.21094,16420.21094,16108.44043,16153.54004,16153.54004,126210000,0
2/1/2016,16453.63086,16510.98047,16299.46973,16449.17969,16449.17969,114450000,0
1/29/2016,16090.25977,16466.30078,16090.25977,16466.30078,16466.30078,217940000,1
1/28/2016,15960.28027,16102.13965,15863.71973,16069.63965,16069.63965,130120000,1
1/27/2016,16168.74023,16235.03027,15878.29981,15944.45996,15944.45996,138350000,0
1/26/2016,15893.16016,16185.79004,15893.16016,16167.23047,16167.23047,118210000,1
1/25/2016,16086.45996,16086.45996,15880.15039,15885.21973,15885.21973,123250000,0
1/22/2016,15921.09961,16136.79004,15921.09961,16093.50977,16093.50977,145850000,1
1/21/2016,15768.87012,16038.58984,15704.66016,15882.67969,15882.67969,145140000,1
1/20/2016,15989.4502,15989.4502,15450.55957,15766.74023,15766.74023,191870000,0
1/19/2016,16009.4502,16171.95996,15900.25,16016.01953,16016.01953,144360000,1
1/15/2016,16354.33008,16354.33008,15842.11035,15988.08008,15988.08008,239210000,0
1/14/2016,16159.00977,16482.05078,16075.12012,16379.04981,16379.04981,158830000,1
1/13/2016,16526.63086,16593.50977,16123.2002,16151.41016,16151.41016,153530000,0
1/12/2016,16419.10938,16591.34961,16322.07031,16516.2207,16516.2207,117480000,1
1/11/2016,16358.70996,16461.84961,16232.03027,16398.57031,16398.57031,127790000,1
1/8/2016,16519.16992,16651.89063,16314.57031,16346.4502,16346.4502,141850000,0
1/7/2016,16888.35938,16888.35938,16463.63086,16514.09961,16514.09961,176240000,0
1/6/2016,17154.83008,17154.83008,16817.61914,16906.50977,16906.50977,120250000,0
1/5/2016,17147.5,17195.83984,17038.60938,17158.66016,17158.66016,105750000,1
1/4/2016,17405.48047,17405.48047,16957.63086,17148.93945,17148.93945,148060000,0
12/31/2015,17590.66016,17590.66016,17421.16016,17425.0293,17425.0293,93690000,0
12/30/2015,17711.93945,17714.13086,17588.86914,17603.86914,17603.86914,59760000,0
12/29/2015,17547.36914,17750.01953,17547.36914,17720.98047,17720.98047,69860000,1
